X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m,Filing_Date,Purchase_Value
,2025-09-30 21:44:15,2025-09-26,RIG   ,Transocean Ltd.                                    ,Perestroika (Cyprus) Ltd                                  ,"Dir, 10%                           ",P - Purchase,$3.05           ,"+4,000,000  ","95,074,894   ",+4%  ,"+$12,200,000   ",,,,,2025-09-30,12200000.0
,2025-09-30 21:42:49,2025-09-26,RIG   ,Transocean Ltd.                                    ,Perestroika                                               ,"Dir, 10%                           ",P - Purchase,$3.05           ,"+4,000,000  ","95,074,894   ",+4%  ,"+$12,200,000   ",,,,,2025-09-30,12200000.0
,2025-09-30 21:41:09,2025-09-26,RIG   ,Transocean Ltd.                                    ,Mohn Frederik Wilhelm                                     ,"Dir, 10%                           ",P - Purchase,$3.05           ,"+4,000,000  ","95,097,042   ",+4%  ,"+$12,200,000   ",,,,,2025-09-30,12200000.0
,2025-09-30 16:59:56,2025-09-26,MBX   ,"Mbx Biosciences, Inc.                            ",Heron Patrick J                                           ,"Dir, 10%                           ",P - Purchase,$18.00          ,"+666,666    ","5,219,440    ",+15% ,"+$11,999,988   ",,,,,2025-09-30,11999988.0
,2025-09-30 16:35:57,2025-09-26,PEPG  ,Pepgen Inc.                                        ,"Ra Capital Management, L.P.                             ","Dir, 10%                           ",P - Purchase,$3.20           ,"+9,375,000  ","20,064,545   ",+88% ,"+$30,000,000   ",,,,,2025-09-30,30000000.0
D  ,2025-09-22 20:31:08,2025-09-19,NTSK  ,Netskope Inc                                       ,"Iconiq Strategic Partners Vi, L.P.                      ",10%                                  ,P - Purchase,$19.00          ,"+2,000,000  ","23,497,559   ",+9%  ,"+$38,000,000   ",,,,,2025-09-22,38000000.0
D  ,2025-09-22 20:29:11,2025-09-19,NTSK  ,Netskope Inc                                       ,"Iconiq Strategic Partners Vi, L.P.                      ",10%                                  ,P - Purchase,$19.00          ,"+2,000,000  ","23,497,559   ",+9%  ,"+$38,000,000   ",,,,,2025-09-22,38000000.0
D  ,2025-09-22 20:10:32,2025-09-19,NTSK  ,Netskope Inc                                       ,Griffith William J.G.                                     ,"Dir, 10%                           ",P - Purchase,$19.00          ,"+2,000,000  ","23,497,559   ",+9%  ,"+$38,000,000   ",,,,,2025-09-22,38000000.0
M  ,2025-09-17 21:43:30,2025-09-12,AMR   ,"Alpha Metallurgical Resources, Inc.              ",Courtis Kenneth S.                                        ,Dir                                  ,P - Purchase,$148.55         ,"+108,000    ","734,537      ",+17% ,"+$16,043,392   ",,,,,2025-09-17,16043392.0
D  ,2025-09-16 18:09:13,2025-09-12,LBRX  ,Lb Pharmaceuticals Inc                             ,"Deep Track Biotechnology Master Fund, Ltd.              ",10%                                  ,P - Purchase,$15.00          ,"+2,666,666  ","3,352,804    ",+389%,"+$39,999,990   ",,,,,2025-09-16,39999990.0
D  ,2025-09-16 16:15:07,2025-09-12,LBRX  ,Lb Pharmaceuticals Inc                             ,Pontifax Management 4 G.P. (2015) Ltd.                    ,10%                                  ,P - Purchase,$15.00          ,"+1,000,000  ","1,411,681    ",+243%,"+$15,000,000   ",,,,,2025-09-16,15000000.0
D  ,2025-09-16 16:15:05,2025-09-12,LBRX  ,Lb Pharmaceuticals Inc                             ,Nussbaum Ran                                              ,Dir                                  ,P - Purchase,$15.00          ,"+1,000,000  ","1,411,681    ",+243%,"+$15,000,000   ",,,,,2025-09-16,15000000.0
,2025-09-15 17:39:34,2025-09-11,PAMT  ,Pamt Corp                                          ,Moroun Matthew T                                          ,"Dir, 10%                           ",P - Purchase,$10.75          ,"+2,000,000  ","16,006,454   ",+14% ,"+$21,490,000   ",,,,,2025-09-15,21490000.0
,2025-09-15 08:32:19,2025-09-11,CGON  ,"Cg Oncology, Inc.                                ",Liu Brian Guan-Chyun                                      ,Dir                                  ,P - Purchase,$33.00          ,"+1,515,151  ","1,515,151    ",New  ,"+$49,999,983   ",,,,,2025-09-15,49999983.0
,2025-09-15 08:17:42,2025-09-12,RYAN  ,"Ryan Specialty Holdings, Inc.                    ",Ryan Patrick G                                            ,"Exec COB, 10%                      ",P - Purchase,$51.84          ,"+276,634    ","13,755,434   ",+2%  ,"+$14,340,264   ",,,,,2025-09-15,14340264.0
,2025-09-15 06:01:19,2025-09-12,TSLA  ,"Tesla, Inc.                                      ",Musk Elon                                                 ,"CEO, 10%                           ",P - Purchase,$389.28         ,"+2,568,732  ","509,362,808  ",+1%  ,"+$999,959,042  ",,,,,2025-09-15,999959042.0
D  ,2025-09-12 13:51:20,2025-09-10,HYMC  ,Hycroft Mining Holding Corp                        ,Sprott Eric                                               ,10%                                  ,P - Purchase,$4.28           ,"+9,344,704  ","17,535,528   ",+114%,"+$39,995,333   ",,,,,2025-09-12,39995333.0
,2025-09-09 16:23:15,2025-09-08,SFD   ,Smithfield Foods Inc                               ,Wan Long                                                  ,Dir                                  ,P - Purchase,$23.25          ,"+1,800,000  ","5,060,000    ",+55% ,"+$41,850,000   ",,,,,2025-09-09,41850000.0
,2025-09-08 20:07:14,2025-09-04,MLYS  ,"Mineralys Therapeutics, Inc.                     ",Akkaraju Srinivas                                         ,Dir                                  ,P - Purchase,$25.50          ,"+588,235    ","6,263,151    ",+10% ,"+$14,999,993   ",,,,,2025-09-08,14999993.0
,2025-09-08 17:59:46,2025-09-04,MLYS  ,"Mineralys Therapeutics, Inc.                     ","Ra Capital Management, L.P.                             ",Dir                                  ,P - Purchase,$25.50          ,"+1,176,470  ","7,323,750    ",+19% ,"+$29,999,985   ",,,,,2025-09-08,29999985.0
M  ,2025-09-04 18:58:44,2025-09-02,REZI  ,"Resideo Technologies, Inc.                       ","Cd&R Channel Holdings Ii, L.P.                          ",10%                                  ,P - Purchase,$33.60          ,"+408,573    ","13,270,734   ",+3%  ,"+$13,726,148   ",,,,,2025-09-04,13726148.0
,2025-08-25 14:19:14,2025-08-21,TYG   ,Tortoise Energy Infrastructure Corp                ,Prudential Financial Inc                                  ,10%                                  ,P - Purchase,$10.00          ,"+1,500,000  ","1,500,000    ",New  ,"+$15,000,000   ",,,,,2025-08-25,15000000.0
E  ,2025-08-22 13:11:51,2025-07-19,HYEX  ,Healthy Extracts Inc.                              ,Swanson Donald William                                    ,"Pres, 10%                          ",P - Purchase,$1.80           ,"+13,075,920 ","13,075,920   ",New  ,"+$23,536,656   ",,,,,2025-08-22,23536656.0
M  ,2025-08-21 19:47:42,2025-08-19,REZI  ,"Resideo Technologies, Inc.                       ","Cd&R Channel Holdings Ii, L.P.                          ",10%                                  ,P - Purchase,$32.11          ,"+682,641    ","12,815,208   ",+6%  ,"+$21,922,639   ",,,,,2025-08-21,21922639.0
M  ,2025-08-21 09:00:08,2025-08-19,ET    ,Energy Transfer LP                                 ,Warren Kelcy L                                            ,Dir                                  ,P - Purchase,$17.34          ,"+2,000,000  ","304,295,818  ",+1%  ,"+$34,681,000   ",,,,,2025-08-21,34681000.0
M  ,2025-08-20 18:12:22,2025-08-18,MDGL  ,"Madrigal Pharmaceuticals, Inc.                   ",Baker Bros. Advisors LP                                   ,Dir                                  ,P - Purchase,$380.58         ,"+97,065     ","1,947,968    ",+5%  ,"+$36,941,197   ",,,,,2025-08-20,36941197.0
,2025-08-20 18:09:53,2025-08-18,MDGL  ,"Madrigal Pharmaceuticals, Inc.                   ",Baker Bros. Advisors LP                                   ,Dir                                  ,P - Purchase,$364.04         ,"+68,618     ","1,859,091    ",+4%  ,"+$24,979,827   ",,,,,2025-08-20,24979827.0
M  ,2025-08-18 20:11:45,2025-08-14,REZI  ,"Resideo Technologies, Inc.                       ","Cd&R Channel Holdings Ii, L.P.                          ",10%                                  ,P - Purchase,$31.60          ,"+654,024    ","12,132,567   ",+6%  ,"+$20,669,928   ",,,,,2025-08-18,20669928.0
,2025-08-18 19:32:42,2025-08-14,ACDC  ,Profrac Holding Corp.                              ,"Thrc Holdings, LP                                       ",10%                                  ,P - Purchase,$4.00           ,"+2,500,000  ","82,389,657   ",+3%  ,"+$10,000,000   ",,,,,2025-08-18,10000000.0
,2025-08-18 18:00:05,2025-08-14,ATAI  ,Atai Life Sciences N.V.                            ,Apeiron Investment Group Ltd.                             ,10%                                  ,P - Purchase,$2.19           ,"+8,675,799  ","52,844,516   ",+20% ,"+$19,000,000   ",,,,,2025-08-18,19000000.0
,2025-08-18 15:31:01,2025-08-14,ACDC  ,Profrac Holding Corp.                              ,Wilks Farris                                              ,10%                                  ,P - Purchase,$4.00           ,"+2,500,000  ","3,665,132    ",+215%,"+$10,000,000   ",,,,,2025-08-18,10000000.0
,2025-08-14 21:35:28,2025-08-14,BHC   ,Bausch Health Companies Inc.                       ,Paulson John                                              ,Dir                                  ,P - Purchase,$9.00           ,"+34,721,118 ","70,755,869   ",+96% ,"+$312,490,062  ",,,,,2025-08-14,312490062.0
M  ,2025-08-13 21:50:31,2025-08-11,ALKT  ,"Alkami Technology, Inc.                          ","General Atlantic Genpar (Bermuda), L.P.                 ","Dir, 10%                           ",P - Purchase,$21.26          ,"+1,396,162  ","22,920,710   ",+6%  ,"+$29,688,382   ",,,,,2025-08-13,29688382.0
M  ,2025-08-13 21:48:54,2025-08-11,ALKT  ,"Alkami Technology, Inc.                          ","General Atlantic, L.P.                                  ","Dir, 10%                           ",P - Purchase,$21.26          ,"+1,396,162  ","22,920,710   ",+6%  ,"+$29,688,382   ",,,,,2025-08-13,29688382.0
M  ,2025-08-13 18:51:24,2025-08-11,BHC   ,Bausch Health Companies Inc.                       ,Paulson John                                              ,Dir                                  ,P - Purchase,$6.56           ,"+3,243,049  ","36,034,751   ",+10% ,"+$21,267,731   ",,,,,2025-08-13,21267731.0
M  ,2025-08-13 17:20:01,2025-08-11,RPD   ,"Rapid7, Inc.                                     ","Jana Partners Management, LP                            ",See Remarks                          ,P - Purchase,$19.60          ,"+772,194    ","12,623,752   ",+7%  ,"+$15,135,356   ",,,,,2025-08-13,15135356.0
M  ,2025-08-12 20:56:48,2025-08-08,REZI  ,"Resideo Technologies, Inc.                       ","Cd&R Channel Holdings Ii, L.P.                          ",10%                                  ,P - Purchase,$28.25          ,"+1,246,123  ","11,478,543   ",+12% ,"+$35,207,907   ",,,,,2025-08-12,35207907.0
,2025-08-12 17:56:43,2025-08-11,AMRZ  ,Amrize Ltd                                         ,Jenisch Jan Philipp                                       ,"COB, CEO                           ",P - Purchase,$47.92          ,"+595,000    ","1,900,000    ",+46% ,"+$28,514,363   ",,,,,2025-08-12,28514363.0
,2025-08-12 17:28:11,2025-08-08,AMRZ  ,Amrize Ltd                                         ,Jenisch Jan Philipp                                       ,"COB, CEO                           ",P - Purchase,$46.56          ,"+500,000    ","1,305,000    ",+62% ,"+$23,279,383   ",,,,,2025-08-12,23279383.0
M  ,2025-08-11 16:47:07,2025-08-08,FOUR  ,"Shift4 Payments, Inc.                            ",Isaacman Jared                                            ,"Exec COB, 10%                      ",P - Purchase,$82.81          ,"+196,426    ","939,715      ",+26% ,"+$16,266,182   ",,,,,2025-08-11,16266182.0
M  ,2025-08-05 17:31:03,2025-08-01,AUPH  ,Aurinia Pharmaceuticals Inc.                       ,Tang Kevin                                                ,Dir                                  ,P - Purchase,$10.45          ,"+1,300,000  ","11,329,500   ",+13% ,"+$13,590,000   ",,,,,2025-08-05,13590000.0
M  ,2025-08-04 21:00:05,2025-07-31,SIRI  ,Sirius Xm Holdings Inc.                            ,Berkshire Hathaway Inc                                    ,10%                                  ,P - Purchase,$21.16          ,"+5,030,425  ","124,807,117  ",+4%  ,"+$106,454,379  ",,,,,2025-08-04,106454379.0
,2025-08-04 18:28:33,2025-07-31,LRMR  ,"Larimar Therapeutics, Inc.                       ",Flynn James E                                             ,"* Director by Deputization, 10%    ",P - Purchase,$3.20           ,"+9,375,000  ","30,606,974   ",+44% ,"+$30,000,000   ",,,,,2025-08-04,30000000.0
,2025-08-01 15:01:05,2025-07-30,ABG   ,Asbury Automotive Group Inc                        ,"Abrams Capital Management, L.P.                         ",10%                                  ,P - Purchase,$225.16         ,"+46,952     ","2,162,992    ",+2%  ,"+$10,571,698   ",,,,,2025-08-01,10571698.0
,2025-07-30 20:46:06,2025-07-28,NVTS  ,Navitas Semiconductor Corp                         ,Singh Ranbir                                              ,Dir                                  ,P - Purchase,$8.79           ,"+18,645,603 ","19,214,053   ",>999%,"+$163,894,850  ",,,,,2025-07-30,163894850.0
M  ,2025-07-29 20:05:03,2025-07-25,SONO  ,Sonos Inc                                          ,"Coliseum Capital Management, LLC                        ",10%                                  ,P - Purchase,$11.28          ,"+1,312,087  ","27,985,382   ",+5%  ,"+$14,803,883   ",,,,,2025-07-29,14803883.0
,2025-07-29 18:20:52,2025-07-29,MSTR  ,Microstrategy Inc                                  ,Briger Peter L Jr                                         ,Dir                                  ,P - Purchase,$90.00          ,"+220,000    ","220,000      ",New  ,"+$19,800,000   ",,,,,2025-07-29,19800000.0
,2025-07-25 17:01:14,2025-07-25,REZI  ,"Resideo Technologies, Inc.                       ","Cd&R Channel Holdings Ii, L.P.                          ",10%                                  ,P - Purchase,$22.33          ,"+4,477,919  ","10,232,420   ",+78% ,"+$99,999,992   ",,,,,2025-07-25,99999992.0
D  ,2025-07-24 20:51:14,2025-07-24,CARL  ,"Carlsmed, Inc.                                   ","B Capital Group Management, L.P.                        ",10%                                  ,P - Purchase,$15.00          ,"+1,333,333  ","8,321,763    ",+19% ,"+$19,999,995   ",,,,,2025-07-24,19999995.0
D  ,2025-07-24 20:31:12,2025-07-24,CARL  ,"Carlsmed, Inc.                                   ",Mittendorff Robert II                                     ,Dir                                  ,P - Purchase,$15.00          ,"+1,333,333  ","931,452      ",-332%,"+$19,999,995   ",,,,,2025-07-24,19999995.0
,2025-07-21 11:55:38,2025-07-17,NEGG  ,"Newegg Commerce, Inc.                            ",Galkin Vladimir                                           ,10%                                  ,P - Purchase,$29.68          ,"+416,799    ","3,194,576    ",+15% ,"+$12,369,205   ",,,,,2025-07-21,12369205.0
,2025-07-17 17:19:13,2025-07-16,CRSP  ,Crispr Therapeutics AG                             ,George Simeon                                             ,Dir                                  ,P - Purchase,$52.03          ,"+989,812    ","2,038,763    ",+94% ,"+$51,499,918   ",,,,,2025-07-17,51499918.0
,2025-07-14 16:30:37,2025-07-10,COGT  ,"Cogent Biosciences, Inc.                         ",Fairmount Funds Management LLC                            ,Dir                                  ,P - Purchase,$9.00           ,"+2,777,777  ","9,003,418    ",+45% ,"+$24,999,993   ",,,,,2025-07-14,24999993.0
D  ,2025-07-01 18:41:37,2025-06-30,KYMR  ,"Kymera Therapeutics, Inc.                        ",Bvf Partners L P/Il                                       ,See Remarks and Footnotes            ,P - Purchase,$44.00          ,"+317,167    ","353,412      ",+875%,"+$13,955,348   ",,,,,2025-07-01,13955348.0
D  ,2025-06-30 20:15:05,2025-06-30,KYMR  ,"Kymera Therapeutics, Inc.                        ",Baker Bros. Advisors LP                                   ,Dir                                  ,P - Purchase,$44.00          ,"+655,500    ","6,117,295    ",+12% ,"+$28,842,000   ",,,,,2025-06-30,28842000.0
,2025-06-30 16:56:56,2025-06-26,CDTX  ,"Cidara Therapeutics, Inc.                        ","Ra Capital Management, L.P.                             ","Dir, 10%                           ",P - Purchase,$44.00          ,"+2,272,727  ","3,365,523    ",+208%,"+$99,999,988   ",,,,,2025-06-30,99999988.0
,2025-06-20 16:30:23,2025-06-17,PLYA  ,Playa Hotels & Resorts N.V.                        ,Hyatt Hotels Corp                                         ,10%                                  ,P - Purchase,$13.50          ,"+1,094,911  ",0              ,-100%,"+$14,781,299   ",,,,,2025-06-20,14781299.0
M  ,2025-06-20 16:05:27,2025-06-17,VAC   ,Marriott Vacations Worldwide Corp                  ,Asmar Christian                                           ,"Dir, 10%                           ",P - Purchase,$67.83          ,"+750,000    ","4,045,984    ",+23% ,"+$50,873,606   ",,,,,2025-06-20,50873606.0
D  ,2025-06-17 18:22:29,2025-06-13,HYMC  ,Hycroft Mining Holding Corp                        ,Sprott Eric                                               ,10%                                  ,P - Purchase,$3.50           ,"+6,350,000  ","8,190,824    ",+345%,"+$22,225,000   ",,,,,2025-06-17,22225000.0
,2025-06-17 16:44:09,2025-06-13,BHC   ,Bausch Health Companies Inc.                       ,Paulson John                                              ,Dir                                  ,P - Purchase,$5.94           ,"+3,564,059  ","32,791,702   ",+12% ,"+$21,170,510   ",,,,,2025-06-17,21170510.0
D  ,2025-06-17 16:35:47,2025-06-13,PTN   ,Palatin Technologies Inc                           ,Wills Stephen T                                           ,"EVP, CFO, COO                      ",P - Purchase,"$150,000.00   ","+1,500      ","1,640,756    ",0%   ,"+$225,000,000  ",,,,,2025-06-17,225000000.0
D  ,2025-06-17 16:35:31,2025-06-13,PTN   ,Palatin Technologies Inc                           ,Spana Carl                                                ,"Pres, CEO                          ",P - Purchase,"$150,000.00   ","+1,500      ","1,672,940    ",0%   ,"+$225,000,000  ",,,,,2025-06-17,225000000.0
,2025-06-16 19:09:19,2025-06-16,PPTA  ,Perpetua Resources Corp.                           ,Paulson & Co. Inc.                                        ,Member of 10% Owner Group            ,P - Purchase,$13.20          ,"+7,575,757  ","32,347,299   ",+31% ,"+$99,999,992   ",,,,,2025-06-16,99999992.0
M  ,2025-06-16 17:45:07,2025-06-12,PLYA  ,Playa Hotels & Resorts N.V.                        ,Hyatt Hotels Corp                                         ,10%                                  ,P - Purchase,$13.50          ,"+996,593    ","117,077,441  ",+1%  ,"+$13,454,006   ",,,,,2025-06-16,13454006.0
M  ,2025-06-12 20:17:31,2025-06-10,BHC   ,Bausch Health Companies Inc.                       ,Paulson John                                              ,Dir                                  ,P - Purchase,$5.27           ,"+2,788,608  ","29,227,643   ",+11% ,"+$14,700,257   ",,,,,2025-06-12,14700257.0
,2025-06-09 17:19:19,2025-06-05,RFL   ,"Rafael Holdings, Inc.                            ",Jonas Howard S                                            ,"Exec COB, CEO, Pres, 10%           ",P - Purchase,$1.28           ,"+13,080,457 ","14,688,994   ",+813%,"+$16,742,985   ",,,,,2025-06-09,16742985.0
,2025-06-09 16:58:28,2025-06-05,POST  ,"Post Holdings, Inc.                              ",Stiritz William P                                         ,Dir                                  ,P - Purchase,$109.12         ,"+186,740    ","4,852,168    ",+4%  ,"+$20,376,135   ",,,,,2025-06-09,20376135.0
,2025-06-06 19:49:52,2025-06-04,TWNP  ,Twin Hospitality Group Inc.                        ,"Fat Brands, Inc                                         ",10%                                  ,P - Purchase,$4.37           ,"+7,139,667  ","51,778,412   ",+16% ,"+$31,200,345   ",,,,,2025-06-06,31200345.0
M  ,2025-06-06 16:43:19,2025-06-04,TYRA  ,"Tyra Biosciences, Inc.                           ","Ra Capital Management, L.P.                             ","Dir, 10%                           ",P - Purchase,$9.70           ,"+1,211,198  ","11,848,488   ",+11% ,"+$11,751,304   ",,,,,2025-06-06,11751304.0
,2025-06-04 19:13:33,2025-06-03,TKO   ,"Tko Group Holdings, Inc.                         ","Silver Lake West Voteco, L.L.C.                         ",10%                                  ,P - Purchase,$158.32         ,"+1,579,080  ","5,983,547    ",+36% ,"+$249,999,946  ",,,,,2025-06-04,249999946.0
,2025-06-04 17:48:10,2025-06-03,TKO   ,"Tko Group Holdings, Inc.                         ","Endeavor Group Holdings, Inc.                           ",10%                                  ,P - Purchase,$158.32         ,"+1,579,080  ","5,983,547    ",+36% ,"+$249,999,946  ",,,,,2025-06-04,249999946.0
,2025-06-02 16:01:15,2025-05-29,SLSN  ,"Solesence, Inc.                                  ",Whitmore Bradford T                                       ,10%                                  ,P - Purchase,$4.20           ,"+6,689,000  ","49,826,805   ",+16% ,"+$28,093,800   ",,,,,2025-06-02,28093800.0
M  ,2025-05-30 17:06:04,2025-05-28,LION  ,Lionsgate Studios Corp.                            ,Liberty 77 Capital L.P.                                   ,10%                                  ,P - Purchase,$6.58           ,"+7,419,768  ","35,988,636   ",+26% ,"+$48,849,225   ",,,,,2025-05-30,48849225.0
,2025-05-27 17:42:01,2025-05-22,JOBY  ,"Joby Aviation, Inc.                              ",Toyota Motor Corp/                                        ,"Dir, 10%                           ",P - Purchase,$5.03           ,"+49,701,790 ","128,454,401  ",+63% ,"+$250,000,004  ",,,,,2025-05-27,250000004.0
M  ,2025-05-23 17:59:19,2025-05-21,TRS   ,Trimas Corp                                        ,Sedaghat Shawn                                            ,"Dir, 10%                           ",P - Purchase,$25.54          ,"+483,109    ","6,058,565    ",+9%  ,"+$12,337,986   ",,,,,2025-05-23,12337986.0
,2025-05-22 16:30:11,2025-05-21,MIDD  ,Middleby Corp                                      ,Garden Edward P                                           ,Dir                                  ,P - Purchase,$148.03         ,"+137,000    ","3,276,834    ",+4%  ,"+$20,279,599   ",,,,,2025-05-22,20279599.0
M  ,2025-05-16 19:30:26,2025-05-14,CPNG  ,"Coupang, Inc.                                    ",Greenoaks Capital Partners LLC                            ,See Remarks                          ,P - Purchase,$26.81          ,"+1,400,000  ","55,198,801   ",+3%  ,"+$37,540,910   ",,,,,2025-05-16,37540910.0
M  ,2025-05-16 18:52:07,2025-05-14,ITOS  ,"Iteos Therapeutics, Inc.                         ","Ecor1 Capital, LLC                                      ",10%                                  ,P - Purchase,$7.80           ,"+4,958,978  ","10,688,978   ",+87% ,"+$38,685,562   ",,,,,2025-05-16,38685562.0
D  ,2025-05-16 18:11:45,2025-05-16,UNH   ,Unitedhealth Group Inc                             ,Hemsley Stephen J                                         ,"CEO, UHG                           ",P - Purchase,$288.57         ,"+86,700     ","1,112,339    ",+8%  ,"+$25,019,019   ",,,,,2025-05-16,25019019.0
,2025-05-15 19:59:03,2025-05-15,TXO   ,"Txo Partners, L.P.                               ",Simpson Bob R                                             ,"Dir, 10%                           ",P - Purchase,$15.00          ,"+2,250,000  ","6,750,000    ",+50% ,"+$33,750,000   ",,,,,2025-05-15,33750000.0
,2025-05-15 19:55:54,2025-05-15,TXO   ,"Txo Partners, L.P.                               ",Hutton Keith A                                            ,Dir                                  ,P - Purchase,$15.00          ,"+700,000    ","4,820,215    ",+17% ,"+$10,500,000   ",,,,,2025-05-15,10500000.0
M  ,2025-05-13 21:05:33,2025-05-09,MIDD  ,Middleby Corp                                      ,Garden Edward P                                           ,Dir                                  ,P - Purchase,$144.90         ,"+452,397    ","3,088,263    ",+17% ,"+$65,551,806   ",,,,,2025-05-13,65551806.0
DM ,2025-05-13 20:00:51,2024-11-14,CRWV  ,"Coreweave, Inc.                                  ",Hutchins Glenn H                                          ,Dir                                  ,P - Purchase,$47.28          ,"+423,020    ","424,960      ",>999%,"+$19,999,674   ",,,,,2025-05-13,19999674.0
M  ,2025-05-12 18:15:13,2025-05-08,THS   ,"Treehouse Foods, Inc.                            ","Jana Partners Management, LP                            ","See Remarks, 10%                   ",P - Purchase,$22.35          ,"+566,589    ","10,522,870   ",+6%  ,"+$12,660,607   ",,,,,2025-05-12,12660607.0
M  ,2025-05-12 16:05:19,2025-05-08,BLDR  ,"Builders Firstsource, Inc.                       ",Levy Paul S                                               ,Dir                                  ,P - Purchase,$110.97         ,"+500,000    ","1,672,687    ",+43% ,"+$55,483,770   ",,,,,2025-05-12,55483770.0
,2025-05-09 16:49:46,2025-05-09,NG    ,Novagold Resources Inc                             ,Electrum Strategic Resources L.P.                         ,10%                                  ,P - Purchase,$3.75           ,"+13,333,334 ","98,201,500   ",+16% ,"+$50,000,003   ",,,,,2025-05-09,50000003.0
,2025-05-09 16:30:41,2025-05-09,REZI  ,"Resideo Technologies, Inc.                       ","Cd&R Channel Holdings Ii, L.P.                          ",10%                                  ,P - Purchase,$17.38          ,"+5,754,501  ","5,754,501    ",New  ,"+$99,999,992   ",,,,,2025-05-09,99999992.0
AM ,2025-05-09 07:22:29,2025-03-27,AEVA  ,"Aeva Technologies, Inc.                          ",Sylebra Capital LLC                                       ,10%                                  ,P - Purchase,$6.54           ,"+3,559,227  ","16,228,553   ",+28% ,"+$23,284,844   ",,,,,2025-05-09,23284844.0
,2025-05-02 16:30:24,2025-05-01,BMACX ,Blackstone Private Multi-Asset Credit & Income Fund,Blackstone Private Credit Strategies LLC                  ,"Adviser, 10%                       ",P - Purchase,$15.00          ,"+1,660,000  ","1,666,667    ",>999%,"+$24,900,000   ",,,,,2025-05-02,24900000.0
M  ,2025-04-10 18:16:55,2025-04-08,CVI   ,Cvr Energy Inc                                     ,Icahn Carl C                                              ,10%                                  ,P - Purchase,$16.72          ,"+665,449    ","69,772,627   ",+1%  ,"+$11,128,809   ",,,,,2025-04-10,11128809.0
M  ,2025-04-09 19:34:56,2025-04-07,LGF   ,Lions Gate Entertainment Corp /cn/                 ,Liberty 77 Capital L.P.                                   ,10%                                  ,P - Purchase,$6.75           ,"+2,643,598  ","9,739,717    ",+37% ,"+$17,831,883   ",,,,,2025-04-09,17831883.0
M  ,2025-04-09 19:18:29,2025-04-07,MSM   ,Msc Industrial Direct Co Inc                       ,Jacobson Mitchell                                         ,"Dir, 10%                           ",P - Purchase,$69.73          ,"+159,193    ","7,913,883    ",+2%  ,"+$11,101,253   ",,,,,2025-04-09,11101253.0
,2025-04-08 18:20:20,2025-04-04,APO   ,"Apollo Global Management, Inc.                   ",Lb 2018 Gst Trust                                         ,See Remarks                          ,P - Purchase,$111.40         ,"+607,725    ","621,754      ",>999%,"+$67,697,526   ",,,,,2025-04-08,67697526.0
DM ,2025-04-08 16:30:22,2025-04-04,WYNN  ,Wynn Resorts Ltd                                   ,Fertitta Tilman J                                         ,10%                                  ,P - Purchase,$69.68          ,"+400,000    ","13,000,000   ",+3%  ,"+$27,872,500   ",,,,,2025-04-08,27872500.0
M  ,2025-04-07 20:28:12,2025-04-03,STAA  ,Staar Surgical Co                                  ,"Broadwood Partners, L.P.                                ",10%                                  ,P - Purchase,$16.12          ,"+845,220    ","26,690,428   ",+3%  ,"+$13,627,504   ",,,,,2025-04-07,13627504.0
,2025-04-07 16:28:20,2025-04-03,GME   ,Gamestop Corp.                                     ,Cohen Ryan                                                ,"Pres, CEO, COB                     ",P - Purchase,$21.55          ,"+500,000    ","37,347,842   ",+1%  ,"+$10,775,000   ",,,,,2025-04-07,10775000.0
,2025-04-04 19:42:30,2025-04-03,EWTX  ,"Edgewise Therapeutics, Inc.                      ",Thompson Peter A.                                         ,"Dir, 10%                           ",P - Purchase,$20.13          ,"+496,771    ","443,792      ",-938%,"+$10,000,000   ",,,,,2025-04-04,10000000.0
,2025-04-04 19:33:31,2025-04-03,EWTX  ,"Edgewise Therapeutics, Inc.                      ",Orbimed Advisors LLC                                      ,"Dir, 10%                           ",P - Purchase,$20.13          ,"+496,771    ","443,792      ",-938%,"+$10,000,000   ",,,,,2025-04-04,10000000.0
,2025-04-04 17:29:46,2025-04-02,AB    ,Alliancebernstein Holding L.P.                     ,"Equitable Holdings, Inc.                                ","See Remarks, 10%                   ",P - Purchase,$38.50          ,"+19,682,946 ","19,682,946   ",New  ,"+$757,793,421  ",,,,,2025-04-04,757793421.0
,2025-04-02 16:15:12,2024-08-23,VOXX  ,Voxx International Corp                            ,Downing Steven R                                          ,Dir                                  ,P - Purchase,$5.00           ,"+3,152,500  ",0              ,-100%,"+$15,762,500   ",,,,,2025-04-02,15762500.0
,2025-04-01 16:15:18,2025-03-28,VSCO  ,Victoria'S Secret & Co.                            ,Bbrc International Pte Ltd                                ,10%                                  ,P - Purchase,$18.48          ,"+584,000    ","10,098,131   ",+6%  ,"+$10,793,955   ",,,,,2025-04-01,10793955.0
M  ,2025-03-31 20:49:23,2025-03-27,AEVA  ,"Aeva Technologies, Inc.                          ",Sylebra Capital LLC                                       ,10%                                  ,P - Purchase,$6.54           ,"+3,559,227  ","16,228,553   ",+28% ,"+$23,284,844   ",,,,,2025-03-31,23284844.0
