Ticker,Filing_Date,Purchase_Value
VOXX  ,2025-04-02,15762500.0
VRDN  ,2024-09-17,30000000.0
VREO  ,2025-03-13,20084466.0
VRSN  ,2024-12-19,45403468.0
VRSN  ,2024-12-26,28547896.0
VRSN  ,2024-12-30,15574537.0
VSCO  ,2025-03-12,17321337.0
VSCO  ,2025-04-01,10793955.0
VSTS  ,2024-05-08,34321684.0
VTGN  ,2023-08-09,17961079.0
VVX   ,2022-09-14,30000042.0
VYGR  ,2023-02-24,39032821.0
WBD   ,2023-12-15,249800000.0
WCC   ,2022-08-08,16043993916.0
WCC   ,2022-09-29,12207449.0
WEST  ,2023-08-09,50000000.0
WEST  ,2023-09-19,18766880.0
WGS   ,2023-02-02,40000000.0
WVE   ,2022-06-21,4157950848.0
WVE   ,2024-01-30,16500000.0
WVE   ,2024-10-01,22335440.0
WYNN  ,2025-04-08,27872500.0
XOM   ,2022-08-08,18042839568.0
XOM   ,2023-08-02,48972562.0
XOM   ,2023-08-03,20437068.0
XOM   ,2023-11-08,26491420.0
YELL  ,2023-08-01,11991649.0
Z     ,2024-06-11,99966743.0
ZBIO  ,2024-09-16,52999982.0
ZBIO  ,2024-09-18,15000001.0
ZI    ,2024-08-09,12736650.0
ZNTL  ,2023-06-20,107861600.0
ZYME  ,2023-06-21,27202000.0
ZYME  ,2024-12-26,17544284.0
ZYME  ,2025-03-13,13120914.0
